city,AQI,PM2.5,PM10,SO2,NO2,CO,O3,main_pollution,time
阳泉市,143,109,150,71,38,1.8,29,PM2.5,2019-02-11 10:00:00
长治市,160,122,150,22,33,3.4,42,PM2.5,2019-02-11 10:00:00
晋城市,390,340,390,12,38,6.8,25,PM2.5,2019-02-11 10:00:00
朔州市,116,70,181,61,43,0.9,31,PM10,2019-02-11 10:00:00
晋中市,158,120,160,88,27,1.6,33,PM2.5,2019-02-11 10:00:00
运城市,183,138,225,39,36,4.5,35,PM2.5,2019-02-11 10:00:00
忻州市,178,134,168,34,39,1.9,23,PM2.5,2019-02-11 10:00:00
临汾市,143,109,136,25,15,2.0,68,PM2.5,2019-02-11 10:00:00
吕梁市,93,69,106,81,29,1.5,24,PM2.5,2019-02-11 10:00:00
呼和浩特市,30,16,30,15,20,0.8,52,—,2019-02-11 10:00:00
包头市,38,20,38,20,20,0.8,48,—,2019-02-11 10:00:00
乌海市,88,41,125,37,34,1.4,25,PM10,2019-02-11 10:00:00
赤峰市,75,55,70,44,32,1.3,30,PM2.5,2019-02-11 10:00:00
通辽市,41,25,41,8,7,0.4,61,—,2019-02-11 10:00:00
鄂尔多斯市,72,33,93,16,22,0.7,50,PM10,2019-02-11 10:00:00
呼伦贝尔市,59,32,68,8,14,0.6,42,PM10,2019-02-11 10:00:00
巴彦淖尔市,38,18,38,23,16,0.8,48,—,2019-02-11 10:00:00
乌兰察布市,27,16,27,18,14,0.4,58,—,2019-02-11 10:00:00
兴安盟,30,21,25,5,7,0.2,65,—,2019-02-11 10:00:00
锡林郭勒盟,32,12,32,18,4,0.4,46,—,2019-02-11 10:00:00
阿拉善盟,65,36,79,11,9,0.6,80,PM10,2019-02-11 10:00:00
沈阳市,134,102,140,115,54,2.0,24,PM2.5,2019-02-11 10:00:00
大连市,69,50,64,36,31,1.0,46,PM2.5,2019-02-11 10:00:00
瓦房店市,97,62,144,52,35,1.3,50,PM10,2019-02-11 10:00:00
鞍山市,73,53,87,34,33,1.2,48,PM2.5,2019-02-11 10:00:00
抚顺市,89,66,112,56,32,1.5,36,PM2.5,2019-02-11 10:00:00
本溪市,90,67,115,53,43,1.9,25,PM2.5,2019-02-11 10:00:00
丹东市,72,52,70,78,32,1.5,35,PM2.5,2019-02-11 10:00:00
锦州市,140,107,136,120,52,2.0,35,PM2.5,2019-02-11 10:00:00
营口市,69,50,69,29,34,1.1,34,PM2.5,2019-02-11 10:00:00
阜新市,108,81,137,143,30,1.0,43,PM2.5,2019-02-11 10:00:00
辽阳市,82,60,102,30,32,1.5,40,PM2.5,2019-02-11 10:00:00
盘锦市,94,70,102,31,34,2.0,40,PM2.5,2019-02-11 10:00:00
铁岭市,94,70,104,34,30,0.8,52,PM2.5,2019-02-11 10:00:00
朝阳市,112,84,140,54,28,2.2,31,PM2.5,2019-02-11 10:00:00
葫芦岛市,124,94,160,72,59,1.8,34,PM2.5,2019-02-11 10:00:00
长春市,105,79,96,43,37,1.0,41,PM2.5,2019-02-11 10:00:00
吉林市,103,77,94,33,32,1.1,52,PM2.5,2019-02-11 10:00:00
四平市,73,53,82,44,28,0.9,47,PM2.5,2019-02-11 10:00:00
辽源市,203,153,178,42,33,1.4,31,PM2.5,2019-02-11 10:00:00
通化市,129,98,113,36,34,1.9,20,PM2.5,2019-02-11 10:00:00
白山市,87,64,94,33,16,1.6,40,PM2.5,2019-02-11 10:00:00
松原市,107,80,112,6,8,0.4,44,PM2.5,2019-02-11 10:00:00
白城市,28,19,26,24,8,0.3,69,—,2019-02-11 10:00:00
延边州,62,38,73,38,28,0.8,32,PM10,2019-02-11 10:00:00
哈尔滨市,333,283,211,54,60,1.9,28,PM2.5,2019-02-11 10:00:00
齐齐哈尔市,45,22,45,42,12,0.5,52,—,2019-02-11 10:00:00
鸡西市,130,99,149,17,32,1.1,46,PM2.5,2019-02-11 10:00:00
鹤岗市,92,66,134,26,34,1.2,41,PM10,2019-02-11 10:00:00
双鸭山市,71,46,91,18,21,1.2,50,PM10,2019-02-11 10:00:00
大庆市,42,28,42,19,25,0.4,46,—,2019-02-11 10:00:00
伊春市,49,34,46,8,26,0.7,29,—,2019-02-11 10:00:00
佳木斯市,90,67,97,24,29,1.0,35,PM2.5,2019-02-11 10:00:00
七台河市,93,69,124,37,38,0.9,46,PM2.5,2019-02-11 10:00:00
牡丹江市,186,140,200,23,37,1.2,32,PM2.5,2019-02-11 10:00:00
黑河市,26,17,26,6,8,0.5,66,—,2019-02-11 10:00:00
绥化市,200,150,192,19,32,1.1,40,PM2.5,2019-02-11 10:00:00
大兴安岭地区,68,18,85,22,19,0.5,50,PM10,2019-02-11 10:00:00
上海市,23,16,20,8,25,0.7,56,—,2019-02-11 10:00:00
南京市,50,35,46,6,19,0.6,51,—,2019-02-11 10:00:00
无锡市,44,30,44,8,19,0.8,42,—,2019-02-11 10:00:00
江阴市,58,41,62,12,22,0.7,63,PM2.5,2019-02-11 10:00:00
宜兴市,55,39,43,12,16,1.4,38,PM2.5,2019-02-11 10:00:00
徐州市,90,67,90,8,24,0.9,41,PM2.5,2019-02-11 10:00:00
常州市,60,43,52,10,19,0.6,46,PM2.5,2019-02-11 10:00:00
溧阳市,54,38,46,12,18,1.8,48,PM2.5,2019-02-11 10:00:00
金坛市,58,41,—,13,12,1.3,51,PM2.5,2019-02-11 10:00:00
苏州市,54,38,46,5,25,0.6,40,PM2.5,2019-02-11 10:00:00
常熟市,58,41,56,20,37,2.1,38,PM2.5,2019-02-11 10:00:00
张家港市,54,38,47,7,18,0.8,61,PM2.5,2019-02-11 10:00:00
昆山市,24,16,24,6,17,0.8,56,—,2019-02-11 10:00:00
吴江市,68,49,58,10,22,1.3,44,PM2.5,2019-02-11 10:00:00
太仓市,23,16,21,5,8,0.4,68,—,2019-02-11 10:00:00
南通市,75,55,53,8,14,0.7,67,PM2.5,2019-02-11 10:00:00
海门市,33,20,33,10,14,0.7,72,—,2019-02-11 10:00:00
连云港市,150,115,184,26,30,1.7,31,PM2.5,2019-02-11 10:00:00
淮安市,99,74,109,11,28,1.1,47,PM2.5,2019-02-11 10:00:00
盐城市,122,92,119,8,24,1.2,52,PM2.5,2019-02-11 10:00:00
扬州市,54,38,46,5,27,0.5,34,PM2.5,2019-02-11 10:00:00
镇江市,55,39,41,6,22,0.6,43,PM2.5,2019-02-11 10:00:00
句容市,63,45,50,5,11,1.0,60,PM2.5,2019-02-11 10:00:00
泰州市,90,67,77,12,17,1.0,72,PM2.5,2019-02-11 10:00:00
宿迁市,74,54,84,8,22,0.8,54,PM2.5,2019-02-11 10:00:00
杭州市,39,27,36,7,18,0.9,43,—,2019-02-11 10:00:00
富阳市,58,41,60,2,9,1.4,25,PM2.5,2019-02-11 10:00:00
临安市,49,34,48,3,8,1.2,18,—,2019-02-11 10:00:00
宁波市,23,16,19,5,17,0.6,59,—,2019-02-11 10:00:00
温州市,10,4,9,5,12,0.6,32,—,2019-02-11 10:00:00
嘉兴市,35,24,32,5,17,0.8,50,—,2019-02-11 10:00:00
湖州市,33,23,28,7,14,0.9,53,—,2019-02-11 10:00:00
诸暨市,42,29,35,2,12,0.9,51,—,2019-02-11 10:00:00
金华市,16,11,14,4,11,0.4,42,—,2019-02-11 10:00:00
义乌市,6,—,—,—,12,—,—,—,2019-02-11 10:00:00
衢州市,31,11,31,3,12,0.6,34,—,2019-02-11 10:00:00
舟山市,21,7,15,5,10,0.7,66,—,2019-02-11 10:00:00
台州市,15,8,12,3,6,0.5,48,—,2019-02-11 10:00:00
丽水市,13,8,10,6,11,0.6,41,—,2019-02-11 10:00:00
绍兴市,38,26,29,6,15,0.8,50,—,2019-02-11 10:00:00
合肥市,60,43,47,3,25,0.7,39,PM2.5,2019-02-11 10:00:00
芜湖市,43,30,—,7,18,0.5,44,—,2019-02-11 10:00:00
蚌埠市,67,48,83,8,14,0.8,42,"PM10,PM2.5",2019-02-11 10:00:00
淮南市,84,62,81,11,19,0.8,36,PM2.5,2019-02-11 10:00:00
马鞍山市,50,35,30,7,26,0.8,34,—,2019-02-11 10:00:00
淮北市,92,68,70,10,23,0.9,40,PM2.5,2019-02-11 10:00:00
铜陵市,65,47,58,14,16,0.5,37,PM2.5,2019-02-11 10:00:00
安庆市,83,61,65,9,15,0.8,40,PM2.5,2019-02-11 10:00:00
黄山市,29,20,24,11,14,0.6,42,—,2019-02-11 10:00:00
滁州市,72,52,60,9,25,0.8,31,PM2.5,2019-02-11 10:00:00
阜阳市,100,75,91,3,16,0.7,42,PM2.5,2019-02-11 10:00:00
宿州市,69,50,68,6,18,0.7,46,PM2.5,2019-02-11 10:00:00
六安市,77,56,71,10,25,0.6,24,PM2.5,2019-02-11 10:00:00
亳州市,139,106,122,3,20,1.0,40,PM2.5,2019-02-11 10:00:00
池州市,59,42,46,4,23,0.6,40,PM2.5,2019-02-11 10:00:00
宣城市,53,37,—,5,21,0.4,58,PM2.5,2019-02-11 10:00:00
福州市,16,5,12,4,14,0.5,49,—,2019-02-11 10:00:00
厦门市,22,15,18,4,9,0.5,49,—,2019-02-11 10:00:00
莆田市,15,8,11,4,14,0.6,47,—,2019-02-11 10:00:00
三明市,26,12,26,10,9,0.6,6,—,2019-02-11 10:00:00
泉州市,26,18,23,8,15,0.5,45,—,2019-02-11 10:00:00
漳州市,42,28,42,3,18,0.6,39,—,2019-02-11 10:00:00
南平市,16,5,16,14,7,0.6,24,—,2019-02-11 10:00:00
龙岩市,31,13,31,9,8,0.6,7,—,2019-02-11 10:00:00
宁德市,19,9,19,10,12,0.6,47,—,2019-02-11 10:00:00
南昌市,38,26,35,7,18,0.9,41,—,2019-02-11 10:00:00
景德镇市,21,11,21,5,5,0.6,26,—,2019-02-11 10:00:00
萍乡市,52,36,45,4,8,1.2,18,PM2.5,2019-02-11 10:00:00
九江市,75,55,50,6,16,0.9,37,PM2.5,2019-02-11 10:00:00
新余市,38,26,38,19,19,0.9,34,—,2019-02-11 10:00:00
鹰潭市,53,37,—,4,7,0.5,38,PM2.5,2019-02-11 10:00:00
赣州市,15,5,13,4,11,1.1,46,—,2019-02-11 10:00:00
吉安市,32,17,32,5,8,0.6,38,—,2019-02-11 10:00:00
宜春市,28,19,27,10,17,1.0,31,—,2019-02-11 10:00:00
抚州市,49,34,43,6,8,0.7,46,—,2019-02-11 10:00:00
上饶市,29,19,29,5,7,1.3,24,—,2019-02-11 10:00:00
济南市,102,76,97,13,27,0.8,71,PM2.5,2019-02-11 10:00:00
章丘市,99,74,99,18,8,0.7,70,PM2.5,2019-02-11 10:00:00
青岛市,128,97,121,15,33,1.0,34,PM2.5,2019-02-11 10:00:00
胶州市,156,119,134,15,17,1.1,61,PM2.5,2019-02-11 10:00:00
即墨市,143,109,152,30,34,1.3,41,PM2.5,2019-02-11 10:00:00
平度市,143,109,136,15,28,2.0,35,PM2.5,2019-02-11 10:00:00
胶南市,149,114,136,23,36,1.4,39,PM2.5,2019-02-11 10:00:00
莱西市,216,166,197,48,32,2.4,31,PM2.5,2019-02-11 10:00:00
淄博市,117,88,114,20,27,1.2,56,PM2.5,2019-02-11 10:00:00
枣庄市,142,108,166,19,25,1.4,40,PM2.5,2019-02-11 10:00:00
东营市,152,116,149,30,32,1.2,34,PM2.5,2019-02-11 10:00:00
烟台市,78,51,105,18,24,0.7,44,PM10,2019-02-11 10:00:00
莱州市,155,118,159,60,40,2.1,33,PM2.5,2019-02-11 10:00:00
蓬莱市,94,70,103,26,22,1.4,56,PM2.5,2019-02-11 10:00:00
招远市,140,107,144,22,36,1.4,39,PM2.5,2019-02-11 10:00:00
潍坊市,156,119,133,18,32,1.1,40,PM2.5,2019-02-11 10:00:00
寿光市,142,108,152,26,38,1.8,30,PM2.5,2019-02-11 10:00:00
济宁市,103,77,104,7,14,1.1,57,PM2.5,2019-02-11 10:00:00
泰安市,118,89,131,16,24,1.1,57,PM2.5,2019-02-11 10:00:00
威海市,45,25,45,16,14,0.6,71,—,2019-02-11 10:00:00
文登市,65,32,80,17,26,1.0,54,PM10,2019-02-11 10:00:00
荣成市,44,28,44,12,20,1.0,72,—,2019-02-11 10:00:00
乳山市,82,60,102,12,28,1.6,56,PM2.5,2019-02-11 10:00:00
日照市,173,131,168,17,31,1.1,35,PM2.5,2019-02-11 10:00:00
莱芜市,147,112,160,19,17,1.2,68,PM2.5,2019-02-11 10:00:00
临沂市,172,130,196,21,33,1.4,32,PM2.5,2019-02-11 10:00:00
德州市,137,104,133,13,15,1.0,45,PM2.5,2019-02-11 10:00:00
聊城市,119,90,120,8,17,1.0,52,PM2.5,2019-02-11 10:00:00
滨州市,176,133,158,76,37,1.6,38,PM2.5,2019-02-11 10:00:00
菏泽市,133,101,121,7,13,1.0,52,PM2.5,2019-02-11 10:00:00
郑州市,133,101,119,15,45,1.2,26,PM2.5,2019-02-11 10:00:00
开封市,129,98,112,9,21,0.8,46,PM2.5,2019-02-11 10:00:00
洛阳市,150,115,143,13,37,1.2,17,PM2.5,2019-02-11 10:00:00
平顶山市,128,97,124,16,20,1.1,50,PM2.5,2019-02-11 10:00:00
安阳市,132,100,126,7,22,1.3,28,PM2.5,2019-02-11 10:00:00
鹤壁市,117,88,120,8,23,1.2,26,PM2.5,2019-02-11 10:00:00
新乡市,127,96,124,13,28,1.3,32,PM2.5,2019-02-11 10:00:00
焦作市,152,116,164,14,29,1.8,31,PM2.5,2019-02-11 10:00:00
濮阳市,115,87,93,8,13,1.2,44,PM2.5,2019-02-11 10:00:00
许昌市,123,93,99,6,16,1.1,47,PM2.5,2019-02-11 10:00:00
漯河市,135,103,116,7,16,0.9,47,PM2.5,2019-02-11 10:00:00
三门峡市,120,91,116,12,17,1.2,43,PM2.5,2019-02-11 10:00:00
南阳市,124,94,114,5,21,1.2,35,PM2.5,2019-02-11 10:00:00
商丘市,140,107,—,5,11,0.8,52,PM2.5,2019-02-11 10:00:00
信阳市,105,79,102,4,13,0.8,53,PM2.5,2019-02-11 10:00:00
周口市,128,97,108,8,14,1.0,53,PM2.5,2019-02-11 10:00:00
驻马店市,117,88,102,5,10,0.8,59,PM2.5,2019-02-11 10:00:00
武汉市,104,78,83,5,34,1.0,27,PM2.5,2019-02-11 10:00:00
黄石市,77,56,92,6,22,1.1,27,PM2.5,2019-02-11 10:00:00
十堰市,78,57,81,14,31,1.3,17,PM2.5,2019-02-11 10:00:00
宜昌市,114,86,106,6,24,1.0,27,PM2.5,2019-02-11 10:00:00
襄阳市,122,92,106,12,16,1.2,42,PM2.5,2019-02-11 10:00:00
鄂州市,88,65,94,11,24,1.0,34,PM2.5,2019-02-11 10:00:00
荆门市,114,86,86,6,22,0.9,44,PM2.5,2019-02-11 10:00:00
孝感市,103,77,94,8,22,1.1,28,PM2.5,2019-02-11 10:00:00
荆州市,71,51,91,8,28,0.9,27,PM10,2019-02-11 10:00:00
黄冈市,88,65,84,4,26,1.0,32,PM2.5,2019-02-11 10:00:00
咸宁市,87,64,55,3,16,1.0,33,PM2.5,2019-02-11 10:00:00
随州市,93,69,94,6,19,1.1,33,PM2.5,2019-02-11 10:00:00
恩施州,22,14,22,4,14,0.6,16,—,2019-02-11 10:00:00
长沙市,102,76,—,4,20,0.9,28,PM2.5,2019-02-11 10:00:00
株洲市,92,68,74,6,17,0.7,25,PM2.5,2019-02-11 10:00:00
湘潭市,127,96,99,10,15,1.0,26,PM2.5,2019-02-11 10:00:00
衡阳市,82,60,61,6,23,1.2,22,PM2.5,2019-02-11 10:00:00
邵阳市,36,25,34,7,16,1.1,30,—,2019-02-11 10:00:00
岳阳市,82,60,69,5,22,1.1,31,PM2.5,2019-02-11 10:00:00
常德市,104,78,—,4,20,1.3,40,PM2.5,2019-02-11 10:00:00
张家界市,84,62,77,3,22,1.1,21,PM2.5,2019-02-11 10:00:00
益阳市,114,86,94,2,19,1.1,36,PM2.5,2019-02-11 10:00:00
郴州市,25,17,23,4,14,1.0,23,—,2019-02-11 10:00:00
永州市,48,33,41,4,19,1.1,33,—,2019-02-11 10:00:00
怀化市,49,34,47,3,6,1.1,49,—,2019-02-11 10:00:00
娄底市,43,30,43,3,9,1.0,36,—,2019-02-11 10:00:00
湘西州,40,28,38,4,10,0.8,32,—,2019-02-11 10:00:00
广州市,9,5,9,4,17,0.7,16,—,2019-02-11 10:00:00
韶关市,13,9,7,6,10,0.7,30,—,2019-02-11 10:00:00
深圳市,13,7,13,5,12,0.7,16,—,2019-02-11 10:00:00
珠海市,19,6,19,4,11,0.8,12,—,2019-02-11 10:00:00
汕头市,30,21,27,8,12,0.6,54,—,2019-02-11 10:00:00
佛山市,18,5,18,3,13,0.9,10,—,2019-02-11 10:00:00
江门市,16,6,16,4,12,0.8,8,—,2019-02-11 10:00:00
湛江市,35,24,28,5,11,0.7,37,—,2019-02-11 10:00:00
茂名市,59,42,61,10,13,1.1,10,PM2.5,2019-02-11 10:00:00
肇庆市,16,6,16,5,11,0.8,15,—,2019-02-11 10:00:00
惠州市,10,7,9,8,7,0.6,16,—,2019-02-11 10:00:00
梅州市,8,2,8,6,6,0.6,16,—,2019-02-11 10:00:00
汕尾市,14,7,14,7,3,0.7,22,—,2019-02-11 10:00:00
河源市,9,2,4,5,11,0.9,18,—,2019-02-11 10:00:00
阳江市,15,10,12,4,10,1.0,12,—,2019-02-11 10:00:00
清远市,9,6,8,6,13,0.8,18,—,2019-02-11 10:00:00
东莞市,10,7,8,6,12,0.6,14,—,2019-02-11 10:00:00
中山市,14,4,14,4,10,0.7,7,—,2019-02-11 10:00:00
潮州市,11,6,11,8,5,0.8,10,—,2019-02-11 10:00:00
揭阳市,24,12,24,6,8,0.8,15,—,2019-02-11 10:00:00
云浮市,12,6,12,16,12,0.8,8,—,2019-02-11 10:00:00
南宁市,12,8,7,7,15,0.9,15,—,2019-02-11 10:00:00
柳州市,16,11,14,25,12,1.0,19,—,2019-02-11 10:00:00
桂林市,15,8,15,6,12,0.9,33,—,2019-02-11 10:00:00
梧州市,12,4,12,7,8,0.8,12,—,2019-02-11 10:00:00
北海市,26,18,22,5,12,1.1,20,—,2019-02-11 10:00:00
防城港市,14,8,14,6,10,1.0,22,—,2019-02-11 10:00:00
钦州市,12,8,11,9,10,1.0,12,—,2019-02-11 10:00:00
贵港市,15,10,15,6,8,0.5,22,—,2019-02-11 10:00:00
玉林市,10,7,8,6,7,1.0,16,—,2019-02-11 10:00:00
百色市,14,6,14,5,8,0.7,22,—,2019-02-11 10:00:00
贺州市,10,6,10,7,5,0.6,24,—,2019-02-11 10:00:00
河池市,10,0,8,6,6,0.6,32,—,2019-02-11 10:00:00
来宾市,23,12,23,6,10,1.0,17,—,2019-02-11 10:00:00
崇左市,16,8,16,4,9,0.8,19,—,2019-02-11 10:00:00
海口市,32,14,32,5,9,0.5,49,—,2019-02-11 10:00:00
三亚市,24,16,24,4,5,0.4,58,—,2019-02-11 10:00:00
重庆市,35,24,30,6,21,1.0,12,—,2019-02-11 10:00:00
成都市,77,56,72,8,29,1.1,23,PM2.5,2019-02-11 10:00:00
自贡市,54,38,48,6,14,0.9,23,PM2.5,2019-02-11 10:00:00
攀枝花市,36,25,36,14,48,1.0,37,—,2019-02-11 10:00:00
泸州市,42,29,32,6,24,0.9,16,—,2019-02-11 10:00:00
德阳市,60,43,69,2,28,1.0,27,"PM10,PM2.5",2019-02-11 10:00:00
绵阳市,53,37,50,4,24,0.8,22,PM2.5,2019-02-11 10:00:00
广元市,50,35,48,6,19,1.1,36,—,2019-02-11 10:00:00
遂宁市,36,25,31,9,16,0.8,11,—,2019-02-11 10:00:00
内江市,43,30,38,6,18,1.1,19,—,2019-02-11 10:00:00
乐山市,118,89,121,4,17,1.2,9,PM2.5,2019-02-11 10:00:00
南充市,39,25,39,5,20,1.0,30,—,2019-02-11 10:00:00
眉山市,52,31,54,8,18,1.1,14,PM10,2019-02-11 10:00:00
宜宾市,54,38,46,25,19,0.9,13,PM2.5,2019-02-11 10:00:00
广安市,46,31,46,5,16,1.0,20,—,2019-02-11 10:00:00
达州市,40,28,40,4,40,0.7,45,—,2019-02-11 10:00:00
雅安市,23,16,22,8,13,0.7,20,—,2019-02-11 10:00:00
巴中市,58,41,50,5,19,0.9,44,PM2.5,2019-02-11 10:00:00
资阳市,59,42,49,4,20,1.0,20,PM2.5,2019-02-11 10:00:00
阿坝州,29,20,28,6,8,0.8,51,—,2019-02-11 10:00:00
甘孜州,18,12,16,14,14,0.3,52,—,2019-02-11 10:00:00
凉山州,29,18,29,30,18,1.1,44,—,2019-02-11 10:00:00
贵阳市,16,7,16,9,13,0.6,27,—,2019-02-11 10:00:00
六盘水市,33,18,33,10,8,1.0,28,—,2019-02-11 10:00:00
遵义市,20,14,16,11,10,0.4,29,—,2019-02-11 10:00:00
安顺市,10,7,8,23,11,0.9,18,—,2019-02-11 10:00:00
铜仁地区,35,24,34,3,10,1.1,44,—,2019-02-11 10:00:00
黔西南州,20,12,20,2,10,0.7,10,—,2019-02-11 10:00:00
毕节市,16,10,16,6,8,1.0,40,—,2019-02-11 10:00:00
黔东南州,10,6,10,6,12,0.8,28,—,2019-02-11 10:00:00
黔南州,7,2,4,5,9,0.3,22,—,2019-02-11 10:00:00
昆明市,49,32,49,22,37,1.2,50,—,2019-02-11 10:00:00
曲靖市,52,28,53,18,20,1.0,47,PM10,2019-02-11 10:00:00
玉溪市,73,40,96,16,28,2.1,28,PM10,2019-02-11 10:00:00
保山市,30,20,30,10,22,1.0,44,—,2019-02-11 10:00:00
昭通市,29,16,29,10,8,1.1,44,—,2019-02-11 10:00:00
丽江市,28,14,27,7,14,0.6,88,—,2019-02-11 10:00:00
普洱市,54,30,58,6,27,0.8,36,PM10,2019-02-11 10:00:00
临沧市,64,46,56,12,18,1.2,29,PM2.5,2019-02-11 10:00:00
楚雄州,57,40,64,33,34,1.0,24,"PM10,PM2.5",2019-02-11 10:00:00
红河州,57,40,45,15,7,0.6,75,PM2.5,2019-02-11 10:00:00
文山州,40,28,39,7,11,0.6,57,—,2019-02-11 10:00:00
西双版纳州,59,42,56,6,21,0.6,20,PM2.5,2019-02-11 10:00:00
大理州,38,26,25,4,12,0.7,80,—,2019-02-11 10:00:00
德宏州,64,46,69,13,25,1.0,16,PM2.5,2019-02-11 10:00:00
怒江州,50,26,50,10,9,1.0,50,—,2019-02-11 10:00:00
迪庆州,39,27,30,6,14,0.8,84,—,2019-02-11 10:00:00
拉萨市,19,10,19,6,16,0.6,50,—,2019-02-11 10:00:00
昌都市,21,10,21,3,6,1.1,50,—,2019-02-11 10:00:00
山南市,19,13,18,4,7,0.8,50,—,2019-02-11 10:00:00
日喀则市,16,11,16,9,11,0.7,38,—,2019-02-11 10:00:00
那曲地区,63,45,64,6,8,1.2,45,PM2.5,2019-02-11 10:00:00
阿里地区,15,6,15,11,22,0.5,39,—,2019-02-11 10:00:00
林芝市,25,5,9,3,7,0.8,77,—,2019-02-11 10:00:00
西安市,225,175,184,6,36,1.8,22,PM2.5,2019-02-11 10:00:00
铜川市,99,74,98,24,37,1.4,40,PM2.5,2019-02-11 10:00:00
宝鸡市,231,181,199,7,24,1.8,45,PM2.5,2019-02-11 10:00:00
咸阳市,201,151,157,7,23,1.5,46,PM2.5,2019-02-11 10:00:00
渭南市,206,156,179,5,21,1.5,40,PM2.5,2019-02-11 10:00:00
延安市,103,77,102,18,41,1.7,15,PM2.5,2019-02-11 10:00:00
汉中市,89,66,76,9,18,1.4,42,PM2.5,2019-02-11 10:00:00
榆林市,100,75,116,38,53,1.8,19,PM2.5,2019-02-11 10:00:00
安康市,87,64,67,32,18,1.0,28,PM2.5,2019-02-11 10:00:00
商洛市,102,76,87,20,17,1.1,38,PM2.5,2019-02-11 10:00:00
兰州市,84,44,118,46,53,2.2,18,PM10,2019-02-11 10:00:00
嘉峪关市,70,20,90,4,8,0.3,89,PM10,2019-02-11 10:00:00
金昌市,60,17,69,5,4,0.6,76,PM10,2019-02-11 10:00:00
白银市,67,38,84,120,28,1.2,37,PM10,2019-02-11 10:00:00
天水市,77,56,91,21,45,1.8,14,PM2.5,2019-02-11 10:00:00
武威市,64,32,78,25,24,1.0,34,PM10,2019-02-11 10:00:00
张掖市,55,30,60,15,12,0.6,56,PM10,2019-02-11 10:00:00
平凉市,109,82,134,2,22,1.2,46,PM2.5,2019-02-11 10:00:00
酒泉市,95,34,140,16,24,0.6,62,PM10,2019-02-11 10:00:00
庆阳市,83,61,80,12,15,0.9,71,PM2.5,2019-02-11 10:00:00
定西市,66,44,82,22,16,0.9,44,PM10,2019-02-11 10:00:00
陇南市,—,—,—,—,—,—,—,—,2019-02-11 10:00:00
临夏州,76,52,101,22,26,1.8,20,PM10,2019-02-11 10:00:00
甘南州,59,21,68,42,19,1.2,67,PM10,2019-02-11 10:00:00
西宁市,88,55,126,33,48,2.6,20,PM10,2019-02-11 10:00:00
海东地区,88,59,126,20,30,1.0,27,PM10,2019-02-11 10:00:00
海北州,54,23,58,18,9,0.8,62,PM10,2019-02-11 10:00:00
黄南州,63,24,75,11,6,0.6,44,PM10,2019-02-11 10:00:00
海南州,87,36,124,15,15,1.0,43,PM10,2019-02-11 10:00:00
果洛州,56,30,61,82,28,1.5,73,PM10,2019-02-11 10:00:00
玉树州,65,31,80,33,41,1.0,22,PM10,2019-02-11 10:00:00
海西州,66,9,82,10,5,0.6,75,PM10,2019-02-11 10:00:00
银川市,86,45,121,39,24,1.7,45,PM10,2019-02-11 10:00:00
石嘴山市,76,25,101,23,20,0.8,65,PM10,2019-02-11 10:00:00
吴忠市,78,30,105,12,13,0.5,49,PM10,2019-02-11 10:00:00
固原市,84,62,102,12,14,1.0,70,PM2.5,2019-02-11 10:00:00
中卫市,77,36,104,34,24,1.1,49,PM10,2019-02-11 10:00:00
乌鲁木齐市,99,74,80,7,61,1.7,26,PM2.5,2019-02-11 10:00:00
克拉玛依市,50,30,50,6,21,0.6,65,—,2019-02-11 10:00:00
吐鲁番地区,69,48,87,8,34,1.5,40,PM10,2019-02-11 10:00:00
哈密地区,81,40,112,8,30,2.2,30,PM10,2019-02-11 10:00:00
昌吉州,192,144,177,10,54,1.4,27,PM2.5,2019-02-11 10:00:00
博州,40,26,40,7,40,1.6,23,—,2019-02-11 10:00:00
库尔勒市,163,49,275,6,29,0.6,33,PM10,2019-02-11 10:00:00
阿克苏地区,185,66,320,6,28,1.4,29,PM10,2019-02-11 10:00:00
克州,137,60,223,5,15,2.1,20,PM10,2019-02-11 10:00:00
喀什地区,196,144,342,10,64,4.0,8,PM10,2019-02-11 10:00:00
和田地区,138,63,226,20,56,2.4,10,PM10,2019-02-11 10:00:00
伊犁哈萨克州,48,33,43,20,41,1.1,55,—,2019-02-11 10:00:00
塔城地区,57,37,63,4,17,1.4,53,PM10,2019-02-11 10:00:00
阿勒泰地区,13,8,8,1,25,1.3,27,—,2019-02-11 10:00:00
石河子市,222,172,215,13,48,1.4,34,PM2.5,2019-02-11 10:00:00
五家渠市,212,162,200,5,31,1.6,43,PM2.5,2019-02-11 10:00:00
北京市,72,52,76,13,32,1.0,37,PM2.5,2019-02-11 11:00:00
天津市,168,127,145,16,24,1.6,46,PM2.5,2019-02-11 11:00:00
石家庄市,115,87,132,29,36,2.0,29,PM2.5,2019-02-11 11:00:00
唐山市,84,62,99,24,31,1.3,43,PM2.5,2019-02-11 11:00:00
秦皇岛市,68,49,72,35,41,2.0,42,PM2.5,2019-02-11 11:00:00
邯郸市,138,105,171,13,27,2.1,28,PM2.5,2019-02-11 11:00:00
邢台市,257,207,255,49,38,2.2,29,PM2.5,2019-02-11 11:00:00
保定市,205,155,209,32,41,2.5,28,PM2.5,2019-02-11 11:00:00
承德市,70,39,89,28,29,1.4,33,PM10,2019-02-11 11:00:00
沧州市,123,93,123,17,19,1.1,42,PM2.5,2019-02-11 11:00:00
